Flight ID,Flight Date,Airline,Flight Number,Departure Airport,Arrival Airport,Scheduled Departure Time,Actual Departure Time,Departure Delay (Minutes),Scheduled Arrival Time,Actual Arrival Time,Arrival Delay (Minutes),Passenger Count,Terminal,Gate Number,Flight Status
369997,1/19/2024,Lufthansa,UN515,JFK,HND,1/19/2024 21:00,1/19/2024 21:10,119,1/20/2024 1:00,1/20/2024 1:15,56,335,Terminal 4,G30,Cancelled
408505,1/19/2024,United Airlines,DE568,ATL,DXB,1/19/2024 22:00,1/19/2024 22:10,96,1/20/2024 2:00,1/20/2024 2:15,91,387,Terminal 5,G20,Delayed
736652,1/19/2024,Lufthansa,AM485,LAX,CDG,1/19/2024 23:00,1/19/2024 23:10,56,1/20/2024 3:00,1/20/2024 3:15,60,140,Terminal 2,G34,Delayed
656854,1/19/2024,American Airlines,EM260,ORD,LHR,1/20/2024 0:00,1/20/2024 0:10,62,1/20/2024 4:00,1/20/2024 4:15,23,104,Terminal 5,G31,Cancelled
510310,1/19/2024,Lufthansa,DE948,JFK,SYD,1/20/2024 1:00,1/20/2024 1:10,30,1/20/2024 5:00,1/20/2024 5:15,45,115,Terminal 5,G3,On Time
145664,1/19/2024,Emirates,DE841,ATL,SYD,1/20/2024 2:00,1/20/2024 2:10,18,1/20/2024 6:00,1/20/2024 6:15,46,218,Terminal 4,G22,Cancelled
244122,1/19/2024,Emirates,EM625,LAX,DXB,1/20/2024 3:00,1/20/2024 3:10,12,1/20/2024 7:00,1/20/2024 7:15,124,216,Terminal 5,G26,On Time
734410,1/19/2024,Emirates,LU529,ATL,DXB,1/20/2024 4:00,1/20/2024 4:10,56,1/20/2024 8:00,1/20/2024 8:15,11,311,Terminal 4,G25,Cancelled
845682,1/19/2024,United Airlines,DE737,LAX,CDG,1/20/2024 5:00,1/20/2024 5:10,104,1/20/2024 9:00,1/20/2024 9:15,71,328,Terminal 5,G10,Delayed
524072,1/20/2024,United Airlines,LU562,ATL,DXB,1/20/2024 6:00,1/20/2024 6:10,13,1/20/2024 10:00,1/20/2024 10:15,29,300,Terminal 2,G15,On Time
932208,1/20/2024,Delta,AM549,DFW,LHR,1/20/2024 7:00,1/20/2024 7:10,56,1/20/2024 11:00,1/20/2024 11:15,180,291,Terminal 2,G2,Cancelled
446807,1/20/2024,Delta,AM482,JFK,SYD,1/20/2024 8:00,1/20/2024 8:10,3,1/20/2024 12:00,1/20/2024 12:15,75,193,Terminal 5,G47,Cancelled
336064,1/20/2024,Lufthansa,DE156,ORD,LHR,1/20/2024 9:00,1/20/2024 9:10,39,1/20/2024 13:00,1/20/2024 13:15,8,70,Terminal 2,G4,On Time
292212,1/20/2024,American Airlines,UN344,LAX,HND,1/20/2024 10:00,1/20/2024 10:10,56,1/20/2024 14:00,1/20/2024 14:15,67,229,Terminal 2,G24,Delayed
820719,1/20/2024,American Airlines,AM220,ORD,DXB,1/20/2024 11:00,1/20/2024 11:10,56,1/20/2024 15:00,1/20/2024 15:15,61,79,Terminal 5,G26,Cancelled
682896,1/20/2024,Lufthansa,UN450,LAX,LHR,1/20/2024 12:00,1/20/2024 12:10,104,1/20/2024 16:00,1/20/2024 16:15,144,161,Terminal 2,G1,Delayed
844148,1/20/2024,Lufthansa,LU837,JFK,HND,1/20/2024 13:00,1/20/2024 13:10,15,1/20/2024 17:00,1/20/2024 17:15,81,83,Terminal 2,G38,Cancelled
333762,1/20/2024,American Airlines,UN299,ORD,DXB,1/20/2024 14:00,1/20/2024 14:10,112,1/20/2024 18:00,1/20/2024 18:15,56,224,Terminal 5,G42,On Time
180455,1/20/2024,United Airlines,AM160,ORD,LHR,1/20/2024 15:00,1/20/2024 15:10,66,1/20/2024 19:00,1/20/2024 19:15,145,83,Terminal 4,G20,Delayed
461290,1/20/2024,American Airlines,EM850,ORD,SYD,1/20/2024 16:00,1/20/2024 16:10,66,1/20/2024 20:00,1/20/2024 20:15,36,156,Terminal 4,G18,Cancelled
794992,1/20/2024,Delta,DE532,ATL,LHR,1/20/2024 17:00,1/20/2024 17:10,115,1/20/2024 21:00,1/20/2024 21:15,80,208,Terminal 5,G41,On Time
311186,1/20/2024,Lufthansa,EM142,ATL,SYD,1/20/2024 18:00,1/20/2024 18:10,23,1/20/2024 22:00,1/20/2024 22:15,112,390,Terminal 5,G26,On Time
123235,1/20/2024,Delta,LU681,LAX,DXB,1/20/2024 19:00,1/20/2024 19:10,15,1/20/2024 23:00,1/20/2024 23:15,137,244,Terminal 2,G7,Cancelled
602657,1/20/2024,Emirates,LU743,LAX,HND,1/20/2024 20:00,1/20/2024 20:10,56,1/21/2024 0:00,1/21/2024 0:15,134,241,Terminal 5,G24,On Time
117463,1/20/2024,American Airlines,DE789,LAX,DXB,1/20/2024 21:00,1/20/2024 21:10,56,1/21/2024 1:00,1/21/2024 1:15,56,77,Terminal 4,G1,Cancelled
588946,1/20/2024,United Airlines,EM653,JFK,DXB,1/20/2024 22:00,1/20/2024 22:10,62,1/21/2024 2:00,1/21/2024 2:15,68,329,Terminal 5,G7,Cancelled
730114,1/20/2024,Emirates,UN359,LAX,LHR,1/20/2024 23:00,1/20/2024 23:10,56,1/21/2024 3:00,1/21/2024 3:15,172,389,Terminal 5,G9,On Time
936666,1/20/2024,American Airlines,EM785,ATL,HND,1/21/2024 0:00,1/21/2024 0:10,41,1/21/2024 4:00,1/21/2024 4:15,161,262,Terminal 5,G50,Delayed
209476,1/20/2024,United Airlines,EM229,LAX,SYD,1/21/2024 1:00,1/21/2024 1:10,113,1/21/2024 5:00,1/21/2024 5:15,33,215,Terminal 2,G44,On Time
747987,1/20/2024,United Airlines,AM506,JFK,SYD,1/21/2024 2:00,1/21/2024 2:10,95,1/21/2024 6:00,1/21/2024 6:15,56,264,Terminal 3,G50,Delayed
144509,1/20/2024,American Airlines,EM694,DFW,HND,1/21/2024 3:00,1/21/2024 3:10,119,1/21/2024 7:00,1/21/2024 7:15,56,367,Terminal 5,G47,Cancelled
934591,1/20/2024,Delta,EM173,ORD,LHR,1/21/2024 4:00,1/21/2024 4:10,23,1/21/2024 8:00,1/21/2024 8:15,146,338,Terminal 1,G15,Delayed
405646,1/20/2024,Delta,DE860,LAX,LHR,1/21/2024 5:00,1/21/2024 5:10,56,1/21/2024 9:00,1/21/2024 9:15,25,269,Terminal 4,G22,Delayed
839733,1/21/2024,United Airlines,DE919,DFW,LHR,1/21/2024 6:00,1/21/2024 6:10,56,1/21/2024 10:00,1/21/2024 10:15,56,162,Terminal 2,G4,Delayed
652450,1/21/2024,American Airlines,DE913,JFK,HND,1/21/2024 7:00,1/21/2024 7:10,97,1/21/2024 11:00,1/21/2024 11:15,116,329,Terminal 5,G27,Delayed
829833,1/21/2024,Emirates,AM133,DFW,LHR,1/21/2024 8:00,1/21/2024 8:10,93,1/21/2024 12:00,1/21/2024 12:15,77,301,Terminal 4,G26,On Time
620293,1/21/2024,Lufthansa,UN683,JFK,DXB,1/21/2024 9:00,1/21/2024 9:10,7,1/21/2024 13:00,1/21/2024 13:15,90,186,Terminal 5,G41,On Time
641469,1/21/2024,Emirates,LU603,LAX,DXB,1/21/2024 10:00,1/21/2024 10:10,66,1/21/2024 14:00,1/21/2024 14:15,161,200,Terminal 1,G24,On Time
545466,1/21/2024,American Airlines,LU864,ATL,HND,1/21/2024 11:00,1/21/2024 11:10,92,1/21/2024 15:00,1/21/2024 15:15,56,295,Terminal 4,G25,Cancelled
123985,1/21/2024,Emirates,DE404,ORD,HND,1/21/2024 12:00,1/21/2024 12:10,85,1/21/2024 16:00,1/21/2024 16:15,175,301,Terminal 3,G28,On Time
179380,1/21/2024,Delta,DE908,LAX,DXB,1/21/2024 13:00,1/21/2024 13:10,61,1/21/2024 17:00,1/21/2024 17:15,92,90,Terminal 2,G4,Delayed
476348,1/21/2024,Lufthansa,LU247,JFK,SYD,1/21/2024 14:00,1/21/2024 14:10,80,1/21/2024 18:00,1/21/2024 18:15,27,166,Terminal 2,G24,Cancelled
165132,1/21/2024,United Airlines,AM290,ORD,HND,1/21/2024 15:00,1/21/2024 15:10,56,1/21/2024 19:00,1/21/2024 19:15,105,207,Terminal 2,G2,On Time
640661,1/21/2024,Lufthansa,DE956,ATL,SYD,1/21/2024 16:00,1/21/2024 16:10,56,1/21/2024 20:00,1/21/2024 20:15,50,94,Terminal 3,G23,Delayed
845314,1/21/2024,United Airlines,EM222,JFK,LHR,1/21/2024 17:00,1/21/2024 17:10,56,1/21/2024 21:00,1/21/2024 21:15,81,134,Terminal 1,G40,Delayed
902315,1/21/2024,American Airlines,LU422,JFK,DXB,1/21/2024 18:00,1/21/2024 18:10,74,1/21/2024 22:00,1/21/2024 22:15,-3,223,Terminal 4,G2,Cancelled
768232,1/21/2024,Delta,DE716,LAX,CDG,1/21/2024 19:00,1/21/2024 19:10,66,1/21/2024 23:00,1/21/2024 23:15,56,172,Terminal 5,G33,Cancelled
940658,1/21/2024,United Airlines,LU584,DFW,SYD,1/21/2024 20:00,1/21/2024 20:10,56,1/22/2024 0:00,1/22/2024 0:15,27,378,Terminal 5,G24,On Time
336865,1/21/2024,United Airlines,UN911,ATL,HND,1/21/2024 21:00,1/21/2024 21:10,85,1/22/2024 1:00,1/22/2024 1:15,84,315,Terminal 2,G42,Cancelled
350345,1/21/2024,American Airlines,AM690,DFW,CDG,1/21/2024 22:00,1/21/2024 22:10,31,1/22/2024 2:00,1/22/2024 2:15,147,377,Terminal 4,G24,Cancelled
390614,1/21/2024,United Airlines,LU128,LAX,DXB,1/21/2024 23:00,1/21/2024 23:10,56,1/22/2024 3:00,1/22/2024 3:15,163,177,Terminal 5,G45,Cancelled
948687,1/21/2024,Lufthansa,EM635,DFW,CDG,1/22/2024 0:00,1/22/2024 0:10,47,1/22/2024 4:00,1/22/2024 4:15,56,184,Terminal 4,G30,On Time
434211,1/21/2024,American Airlines,LU462,ATL,SYD,1/22/2024 1:00,1/22/2024 1:10,20,1/22/2024 5:00,1/22/2024 5:15,97,94,Terminal 2,G28,Cancelled
773480,1/16/2024,Delta,DE465,LAX,SYD,1/16/2024 7:00,1/16/2024 7:10,61,1/16/2024 11:00,1/16/2024 11:15,73,300,Terminal 5,G44,On Time
662665,1/4/2024,United Airlines,AM283,ATL,HND,1/4/2024 7:00,1/4/2024 7:10,56,1/4/2024 11:00,1/4/2024 11:15,94,267,Terminal 5,G24,Delayed
432760,1/16/2024,Lufthansa,AM552,ORD,HND,1/16/2024 20:00,1/16/2024 20:10,48,1/17/2024 0:00,1/17/2024 0:15,56,120,Terminal 4,G34,On Time
793520,1/7/2024,Emirates,EM269,ATL,LHR,1/7/2024 17:00,1/7/2024 17:10,48,1/7/2024 21:00,1/7/2024 21:15,139,177,Terminal 1,G38,Delayed
392633,1/5/2024,Delta,EM792,ORD,SYD,1/5/2024 14:00,1/5/2024 14:10,42,1/5/2024 18:00,1/5/2024 18:15,67,386,Terminal 5,G39,Cancelled
547949,1/17/2024,Delta,AM573,ORD,DXB,1/17/2024 16:00,1/17/2024 16:10,100,1/17/2024 20:00,1/17/2024 20:15,88,370,Terminal 2,G5,Delayed
267404,1/16/2024,United Airlines,LU538,DFW,DXB,1/16/2024 23:00,1/16/2024 23:10,56,1/17/2024 3:00,1/17/2024 3:15,80,268,Terminal 3,G49,Cancelled
850977,1/6/2024,Emirates,DE257,ORD,CDG,1/6/2024 10:00,1/6/2024 10:10,58,1/6/2024 14:00,1/6/2024 14:15,53,218,Terminal 3,G26,Delayed
629272,1/3/2024,Emirates,UN523,JFK,LHR,1/4/2024 2:00,1/4/2024 2:10,75,1/4/2024 6:00,1/4/2024 6:15,55,271,Terminal 5,G37,On Time
656854,1/19/2024,American Airlines,EM260,ORD,LHR,1/20/2024 0:00,1/20/2024 0:10,62,1/20/2024 4:00,1/20/2024 4:15,23,104,Terminal 5,G31,Cancelled
971868,1/1/2024,Delta,EM102,JFK,CDG,1/1/2024 15:00,1/1/2024 15:10,34,1/1/2024 19:00,1/1/2024 19:15,56,209,Terminal 4,G25,Cancelled
952221,1/9/2024,Lufthansa,UN945,ORD,DXB,1/9/2024 8:00,1/9/2024 8:10,86,1/9/2024 12:00,1/9/2024 12:15,56,199,Terminal 5,G40,Delayed
487469,1/17/2024,Lufthansa,LU711,JFK,CDG,1/18/2024 4:00,1/18/2024 4:10,56,1/18/2024 8:00,1/18/2024 8:15,56,178,Terminal 4,G7,On Time
198224,1/4/2024,American Airlines,EM199,ORD,DXB,1/4/2024 18:00,1/4/2024 18:10,9,1/4/2024 22:00,1/4/2024 22:15,47,356,Terminal 1,G25,On Time
859635,1/16/2024,Lufthansa,UN716,ORD,CDG,1/16/2024 17:00,1/16/2024 17:10,5,1/16/2024 21:00,1/16/2024 21:15,139,109,Terminal 4,G9,Delayed
515,,#NAME?,,,515,,,,,1/0/1900 0:00,,,,,
